"uniprot_ac",entrez_id,uniprot_ac_reviewed
"P49754",27072,1
"Q9NRW7",11311,1
"Q9UN37",27183,1
"O75351",9525,1
"Q9UID3",738,1
"Q8N1B4",6293,1
"Q5VIR6",55275,1
"Q9P1Q0",51542,1
"Q15906",6944,1
"Q8N3P4",23355,1
"Q99986",7443,1
"Q86Y07",7444,1
"Q8IV63",51231,1
"Q9H8Y1",55237,1
"Q86VR7",147645,1
"Q8N0Z9",54621,1
"Q86XK7",340547,1
"Q96IQ7",23584,1
"Q9Y279",11326,1
"Q5VU13",284677,1
"Q5VU13",391123,1
"Q6UX27",284415,1
"Q8IW00",196740,1
"A8MXK1",387804,1
"Q9NZR4",30813,1
"P58304",338917,1
"Q9NP79",51534,1
"Q7Z7D3",79679,1
"P02774",2638,1
"Q96AJ9",143187,1
"Q9UEU0",10490,1
"Q8TAG5",222008,1
"A6NLU5",342865,1
"Q96N03",128434,1
"P04004",7448,1
"Q5TIE3",127731,1
"Q8N398",90113,1
"Q6PCB0",64856,1
"Q5GFL6",340706,1
"A6NCI4",146177,1
"Q502W6",200403,1
"Q9Y334",80737,1
"A3KMH1",23078,1
"Q96SY0",81556,1
"B2RUY7",402117,1
"Q2TAL6",375567,1
"Q96DN2",220001,1
"Q8N2E2",221806,1
"P04275",7450,1
"Q9BTA9",51322,1
"Q9BUR4",55135,1
"Q7Z5K2",23063,1
"Q92558",8936,1
"Q9Y6W5",10163,1
"Q9UPY6",10810,1
"A8K0Z3",100287171,1
"Q2M389",23325,1
"O00401",8976,1
"P42768",7454,1
"Q9Y2W2",51729,1
"Q9NX94",54838,1
"Q96G27",23559,1
"Q6ICG8",164684,1
"Q969T9",23558,1
"O75554",11193,1
"Q9UHQ7",51186,1
"Q96I51",81554,1
"O43709",114049,1
"Q8N6F8",155368,1
"Q6UE05",135886,1
"Q9BZH6",55717,1
"Q6ZS81",57705,1
"O75717",11169,1
"Q8IWB7",57590,1
"Q96P53",115825,1
"Q8IZQ1",23001,1
"Q9GZL7",55759,1
"Q9H1Z4",64743,1
"Q8IZU2",116966,1
"Q9BV38",57418,1
"Q8NEZ3",57728,1
"O75083",9948,1
"Q8TBZ3",91833,1
"Q96S15",84219,1
"Q64LD2",79446,1
"Q9H7D7",80232,1
"A2RRH5",253769,1
"Q8NA23",114987,1
"Q9C0J8",55339,1
"Q96EX3",89891,1
"Q9P2L0",57539,1
"Q8NI36",134430,1
"Q9Y2I8",22884,1
"Q5JTN6",401551,1
"Q9UNX4",10885,1
"Q9HAD4",55255,1
"Q15061",23160,1
"Q5JSH3",54521,1
"O15213",9277,1
"O94967",22911,1
"Q8TAF3",57599,1
"Q8IV35",151790,1
"P57081",10785,1
"Q7Z5U6",348793,1
"Q9H977",84058,1
"Q9H6Y2",54853,1
"Q6PJI9",79726,1
"Q86VZ2",54554,1
"P61964",11091,1
"Q8WVS4",55112,1
"Q9GZS3",80349,1
"O43379",284403,1
"Q8IWG1",126820,1
"B1ANS9",128025,1
"Q8TBY9",144406,1
"Q9NNW5",11180,1
"Q9NW82",55100,1
"Q3MJ13",256764,1
"Q6P4I2",84942,1
"Q6RFH5",54663,1
"Q8IWA0",84128,1
"Q9H967",79968,1
"Q5VTH9",79819,1
"Q9Y4E6",23335,1
"Q562E7",124997,1
"Q6UXN9",80335,1
"Q9BRX9",84292,1
"Q86TI4",349136,1
"Q6ZQQ6",83889,1
"Q6ZMY6",126248,1
"Q96FK6",112840,1
"Q96KV7",197335,1
"A4D1P6",29062,1
"Q96MX6",116143,1
"Q6P2C0",56964,1
"Q8N5D0",23038,1
"P30291",7465,1
"P0C1S8",494551,1
"Q9H1F0",140832,1
"Q8IUB3",280664,1
"Q8NEX6",259239,1
"Q8WWY7",128488,1
"Q8IUB5",164237,1
"Q9HC57",58189,1
"Q14508",10406,1
"Q8IUB2",140686,1
"Q8TCV5",149708,1
"Q9BQY6",140870,1
"Q8IUA0",90199,1
"Q8NEX5",259240,1
"Q96NZ8",117166,1
"Q8TEU8",124857,1
"O76024",7466,1
"Q8TF30",123720,1
"Q9P202",25861,1
"Q9BRP8",84305,1
"Q9Y5W5",11197,1
"O43516",7456,1
"Q8TF74",147179,1
"A6NGB9",644150,1
"Q5MNZ9",55062,1
"Q9Y4P8",26100,1
"Q5MNZ6",56270,1
"Q9Y484",11152,1
"O95388",8840,1
"O76076",8839,1
"O95389",8838,1
"O95785",58525,1
"Q5T9L3",79971,1
"Q9GZT5",80326,1
"O00744",7480,1
"Q9H4A3",65125,1
"Q9Y3S1",65268,1
"Q9BYP7",65267,1
"Q96J92",65266,1
"O96014",7481,1
"Q9UBV4",51384,1
"P04628",7471,1
"Q93097",7482,1
"P09544",7472,1
"P56704",89780,1
"P56703",7473,1
"P56705",54361,1
"P41221",7474,1
"Q9H1J7",81029,1
"Q9Y6F9",7475,1
"O00755",7476,1
"P56706",7477,1
"Q9H1J5",7478,1
"Q93098",7479,1
"O14904",7483,1
"O14905",7484,1
"O00258",7485,1
"Q96S55",56897,1
"Q14191",7486,1
"Q9P2S5",49856,1
"Q9Y6I7",26118,1
"Q9NYS7",55884,1
"Q658N2",23302,1
"Q2TBF2",9671,1
"Q8N9V3",151525,1
"P19544",7490,1
"A6NIX2",126374,1
"Q6AWC2",80014,1
"Q9ULE0",55841,1
"Q9NZC7",51741,1
"Q9H0M0",11059,1
"O00308",11060,1
"Q9GZV5",25937,1
"P78423",6376,1
"Q6GPH4",54739,1
"Q9HD64",653067,1
"Q9HD64",653220,1
"Q96GT9",9502,1
"Q8WTP9",170626,1
"Q8WWM1",170627,1
"P17861",7494,1
"P47992",6375,1
"Q9UBD3",6846,1
"P46094",2829,1
"Q9UPY5",23657,1
"P47989",7498,1
"P55808",7499,1
"P98170",331,1
"Q702N8",165904,1
"A4UGR9",129446,1
"Q6PP77",402415,1
"Q5GH77",150165,1
"Q5GH76",114786,1
"Q6UX68",389610,1
"Q5GH73",286046,1
"Q5GH72",343702,1
"Q9H6D3",55113,1
"Q5GH70",389668,1
"O14609",9082,1
"A2RUG3",353515,1
"A2RUG3",9082,1
"P51811",7504,1
"O15537",6247,1
"Q5T750",100129271,1
"P23025",7507,1
"Q01831",7508,1
"Q92889",2072,1
"O14980",7514,1
"P55060",1434,1
"Q9C0E2",64328,1
"Q9HAV4",57510,1
"Q96QU8",23214,1
"Q9UIA9",23039,1
"O43592",11260,1
"Q9NQW7",7511,1
"O43895",7512,1
"Q9NQH7",63929,1
"Q9UBH6",9213,1
"P18887",7515,1
"O43543",7516,1
"O43542",7517,1
"Q13426",7518,1
"P13010",7520,1
"P12956",2547,1
"Q8IZH2",54464,1
"Q9H0D6",22803,1
"O75695",6102,1
"Q6P2D8",143570,1
"Q8NBI6",152002,1
"O75191",9942,1
"O75063",9917,1
"Q86Y38",64131,1
"Q9H1B5",64132,1
"Q9NRH1",57002,1
"Q8IY57",10138,1
"P46937",10413,1
"P58557",54059,1
"P67809",4904,1
"Q9Y2T7",51087,1
"P16989",8531,1
"A6NC05",401207,1
"A8MPS7",150223,1
"P07947",7525,1
"Q9ULM3",55689,1
"O95619",8089,1
"A4D0Y5",154872,1
"Q71RG6",101930072,1
"Q96NJ1",158055,1
"O95070",10897,1
"Q5BJH7",90522,1
"Q9Y548",54432,1
"Q9BWQ6",78992,1
"Q9GZM5",25844,1
"Q9BSR8",84272,1
"Q969M3",81555,1
"Q96EC8",286451,1
"Q8N8F6",285525,1
"A6XGL0",374887,1
"Q3ZCU0",100506127,1
"Q8IYB0",403312,1
"O15498",10652,1
"Q9UM01",9056,1
"Q92536",9057,1
"P49750",56252,1
"Q96TA2",10730,1
"O60688",29799,1
"Q96QA6",388403,1
"P61236",83719,1
"Q96NS1",219539,1
"P62699",51646,1
"Q86U90",79693,1
"Q96FF7",113230,1
"Q96MU7",91746,1
"Q9H6S0",64848,1
"Q9BYJ9",54915,1
"Q9Y5A9",51441,1
"Q7Z739",253943,1
"A8MWV9",102723475,1
"Q9H869",55249,1
"P59817",129025,1
"Q86YH2",140883,1
"Q8ND82",55609,1
"Q6N043",54816,1
"Q9HBT8",57335,1
"P0CG31",729288,1
"O75467",25799,1
"Q6AW86",388569,1
"O60765",6940,1
"Q96LW1",117608,1
"Q86Y25",30832,1
"Q96PM9",25946,1
"Q569K4",151126,1
"Q9H6B1",79750,1
"Q8IWR0",29066,1
"Q9UGR2",23264,1
"Q96KM6",57473,1
"Q6AHZ1",9849,1
"Q9C0D4",85460,1
"Q6P3V2",199704,1
"Q52M93",92285,1
"E7ETH6",100293516,1
"Q6ZN79",440077,1
"P0CI00",100131980,1
"P0CI00",100132396,1
"P0CH99",728957,1
"A8MUZ8",100131980,1
"O75290",284323,1
"Q9Y6R6",163131,1
"Q7Z570",91752,1
"A4D1E1",219578,1
"P25311",563,1
"Q401N2",353174,1
"Q8N4Q0",284273,1
"Q9Y493",7455,1
"P43403",7535,1
"A6NP61",646799,1
"Q86SH2",326340,1
"Q96FA7",113763,1
"A8MT70",79740,1
"O96006",9189,1
"Q9BTP6",79413,1
"Q96IU2",84327,1
"O75132",9889,1
"Q49AG3",58486,1
"P86452",100381270,1
"Q8IZ13",63920,1
"Q9H171",81030,1
"Q96DT7",65986,1
"O95625",27107,1
"Q9Y330",221527,1
"O43829",7541,1
"Q05516",7704,1
"Q13105",7709,1
"Q99592",10472,1
"Q9HC78",26137,1
"Q9ULJ3",49854,1
"O15209",9278,1
"O43167",9841,1
"P24278",7597,1
"Q9HCK0",57684,1
"Q9Y2Y4",27033,1
"Q8NCN2",403341,1
"Q5TC79",84614,1
"Q8NAP3",253461,1
"O15060",9880,1
"Q9NUA8",9923,1
"Q5SVQ8",360023,1
"B2RXF5",100128927,1
"O43298",23099,1
"Q8NCP5",29068,1
"Q96K62",84878,1
"Q86UZ6",140685,1
"Q9UFB7",92999,1
"P10074",3104,1
"Q6ZSB9",166793,1
"O95365",51341,1
"O15156",51043,1
"A1YPR0",201501,1
"Q96BR9",653121,1
"Q8NAP8",728116,1
"Q9Y2K1",22890,1
"Q8N680",57621,1
"Q9H5J0",79842,1
"Q9P1Z0",57659,1
"O15062",9925,1
"Q15916",10773,1
"Q96C00",221504,1
"O75152",9877,1
"Q5D1E8",80149,1
"Q5HYM0",340554,1
"Q9C0D7",85463,1
"A2A288",340152,1
"Q96GY0",51101,1
"Q5TFG8",153918,1
"Q53FD0",79696,1
"O60293",196441,1
"Q8IXZ2",23144,1
"Q9UPT8",23211,1
"P61129",376940,1
"Q8N5P1",84524,1
"Q96K80",84872,1
"Q5T200",23091,1
"Q6PJT7",79882,1
"Q8WU90",55854,1
"Q9NQZ6",55906,1
"P0CG32",644353,1
"Q96H79",92092,1
"Q7Z2W4",56829,1
"Q8TBK6",54819,1
"Q6PEW1",170261,1
"Q8WW36",389874,1
"Q8WYQ9",23174,1
"Q6ZR62",340595,1
"Q86VM9",124245,1
"Q8N2G6",219654,1
"Q9C0B9",54877,1
"Q9NUD5",85364,1
"Q9H5U6",29063,1
"Q8N8U3",203430,1
"Q8N3Z6",84186,1
"Q6NZY4",55596,1
"Q8N567",84240,1
"Q9H0M4",55063,1
"Q504Y3",152098,1
"Q8TBF4",85437,1
"Q9HCK1",57683,1
"Q9H8X9",79844,1
"Q96GR4",84885,1
"Q8IUH4",54503,1
"Q8IZN3",79683,1
"Q96MV8",158866,1
"Q969W1",84287,1
"Q8IUH5",23390,1
"Q9NUE0",84243,1
"Q8WVZ1",131540,1
"Q5W0Z9",253832,1
"Q8IVQ6",340481,1
"Q8N966",283576,1
"Q8IYP9",254887,1
"Q6UX98",254359,1
"Q8WTX9",29800,1
"Q9UIJ5",51201,1
"Q9NYG2",51304,1
"Q9NPG8",55146,1
"Q9C0B5",25921,1
"Q9H6R6",64429,1
"Q9NXF8",55625,1
"Q9ULC8",29801,1
"Q9Y397",51114,1
"P37275",6935,1
"O60315",9839,1
"P15822",3096,1
"P31629",3097,1
"Q5T1R4",59269,1
"Q7Z7L7",10444,1
"Q9NPA5",55734,1
"Q9NTW7",55734,1
"Q9UJL9",65243,1
"Q8TCF1",79752,1
"Q9H8U3",60685,1
"Q86XD8",93550,1
"O76080",7763,1
"Q6FIF0",54469,1
"Q9P243",57623,1
"Q9C0A1",85446,1
"Q15911",463,1
"Q86UP3",79776,1
"Q8N6M9",90637,1
"Q8WV99",130617,1
"Q9HCL3",57677,1
"Q6P2D0",162239,1
"Q8NHY6",140612,1
"Q6ZN57",80108,1
"Q9Y2G7",22835,1
"Q9Y6Q3",7539,1
"Q96NJ6",124961,1
"Q8N8Y5",286128,1
"Q96MM3",132625,1
"Q9NU63",346171,1
"Q8NB50",643836,1
"Q49AA0",339559,1
"Q8N141",284406,1
"Q8TF47",146198,1
"Q96JP5",80829,1
"A6NM28",139735,1
"O95159",7542,1
"Q9UPR6",23217,1
"Q96KR1",51663,1
"P17010",7543,1
"Q7Z3T8",9765,1
"Q9BQ24",79038,1
"Q68DK2",23503,1
"Q5T4F4",118813,1
"Q9HBF4",53349,1
"O95405",9372,1
"P08048",7544,1
"Q96DA0",124220,1
"O60844",653808,1
"P0C6A0",100125288,1
"Q8N5A5",84619,1
"Q86YA3",55345,1
"P0C7U3",653082,1
"Q9NS37",58487,1
"Q96EF9",100533106,1
"Q9UKY1",11244,1
"Q9Y6X8",22882,1
"Q9H4I2",23051,1
"Q15915",7545,1
"O95409",7546,1
"O60481",7547,1
"Q8N9L1",84107,1
"Q96T25",85416,1
"Q3SY52",284307,1
"Q9NZV7",23619,1
"Q96PE6",114026,1
"P17029",7586,1
"Q63HK3",342357,1
"Q9BRR0",80317,1
"Q969J2",387032,1
"Q9Y2L8",23660,1
"Q9P0L1",55888,1
"Q15776",7745,1
"Q5H9K5",84460,1
"Q96NC0",153527,1
"Q9HA38",64393,1
"Q9H898",79698,1
"Q9UDW3",55954,1
"Q9ULJ6",57178,1
"Q8NF64",83637,1
"O75800",51364,1
"Q15326",10771,1
"Q9H0C1",84217,1
"Q9H091",84225,1
"Q96E35",116225,1
"Q5SVZ6",79830,1
"Q9UBW7",7750,1
"Q14202",9203,1
"Q5VZL5",9202,1
"Q9UJ78",9205,1
"O95789",9204,1
"Q8NCS4",100506144,1
"Q8IYN0",163227,1
"Q8IZC7",94039,1
"Q9H2Y7",64397,1
"Q9UII5",51427,1
"Q9UJU3",7771,1
"Q8NC26",163071,1
"Q03924",51351,1
"P58317",7675,1
"Q15973",7678,1
"P52739",7690,1
"P52740",7691,1
"P52736",7692,1
"P52741",7693,1
"P52742",7694,1
"P52737",7695,1
"P52744",7697,1
"P52738",7699,1
"Q15928",7700,1
"P52746",7701,1
"P52747",7702,1
"Q9UQR1",7707,1
"Q13106",7710,1
"Q12901",7711,1
"P51786",7712,1
"Q9HCG1",90338,1
"P49910",7718,1
"Q14929",169841,1
"Q15697",7727,1
"Q9Y473",7728,1
"Q13360",100529215,1
"Q13360",7730,1
"Q9UJW8",7733,1
"Q2M3W8",339318,1
"P17025",7569,1
"Q99676",7738,1
"O15231",7739,1
"O75820",7743,1
"O14628",7748,1
"O14709",10168,1
"P98182",7752,1
"O95125",7753,1
"O95201",7755,1
"O43670",7756,1
"O43345",7757,1
"Q13398",10520,1
"Q9UDV6",7988,1
"O14771",7760,1
"Q9UL59",7761,1
"Q9UL58",7762,1
"O75362",7764,1
"Q9P2Y4",51222,1
"Q9UK13",7638,1
"Q9UK12",7673,1
"Q9UK11",7766,1
"Q9NZL3",7767,1
"Q9UK10",7768,1
"Q9NYT6",7769,1
"Q86WZ6",7770,1
"Q9UJW7",7772,1
"Q9UIE0",7773,1
"Q9UNY5",7775,1
"A6NK53",353355,1
"Q14588",10780,1
"Q14590",9310,1
"Q9UL36",7776,1
"Q16600",8187,1
"Q8NDW4",57209,1
"P15622",58500,1
"Q9BRH9",90987,1
"O75346",56242,1
"O75437",9534,1
"Q9Y2P7",10172,1
"Q9Y2Q1",113835,1
"Q3ZCT1",339324,1
"O14978",10127,1
"O43296",9422,1
"Q14584",10781,1
"Q14586",10308,1
"Q14587",10795,1
"Q14593",10793,1
"Q96GC6",10782,1
"Q9NSD4",10838,1
"Q8N554",92822,1
"Q9NRM2",11179,1
"Q9Y2X9",23528,1
"Q9UDV7",8427,1
"Q8N7M2",284349,1
"Q2VY69",342909,1
"Q96NJ3",26974,1
"Q9HBT7",57336,1
"O60281",23036,1
"Q8WUU4",162979,1
"Q96RE9",91975,1
"Q9NR11",55900,1
"Q9HCX3",57343,1
"Q5JNZ3",282890,1
"A6NFI3",100131017,1
"Q96PQ6",57693,1
"Q5VUA4",24149,1
"Q9P2F9",57567,1
"A2RRD8",162967,1
"Q8N8H1",100529240,1
"Q6U7Q0",79692,1
"Q5BKZ1",284695,1
"Q86UD4",79673,1
"Q9Y3S2",27309,1
"Q9NQX6",55422,1
"Q96JL9",84449,1
"Q9HCZ1",55713,1
"Q9H4Z2",63925,1
"Q9Y3M9",26152,1
"Q06730",7581,1
"Q06732",7582,1
"Q9BYN7",84905,1
"Q6P1L6",79175,1
"Q14585",25850,1
"Q9UL40",23567,1
"Q96SE7",84671,1
"Q9GZX5",59348,1
"Q9NW07",140467,1
"Q5T0B9",149076,1
"Q96PM5",25898,1
"Q70YC5",22891,1
"Q8N895",167465,1
"Q7RTV3",195828,1
"P17032",7587,1
"Q96SR6",84911,1
"Q8NA42",163087,1
"Q8TF68",171017,1
"Q9UJN7",346157,1
"Q53GI3",84124,1
"Q9H8N7",55893,1
"Q96N95",252884,1
"Q8NF99",84307,1
"Q8TD17",57541,1
"Q494X3",342908,1
"Q9C0G0",55628,1
"Q9H9D4",79797,1
"Q86VK4",57862,1
"Q96IQ9",84330,1
"Q09FC8",55786,1
"Q9BWM5",55659,1
"Q8TAU3",147687,1
"Q8TF45",147686,1
"Q96HQ0",79744,1
"Q8TAQ5",147923,1
"Q2M1K9",23090,1
"Q6IV72",155054,1
"Q9BUY5",79088,1
"Q96B54",126299,1
"Q86V71",353088,1
"Q9H8G1",80264,1
"Q8TF32",170959,1
"O94892",9668,1
"Q8N7K0",163059,1
"Q9C0F3",80818,1
"Q7Z4V0",220929,1
"Q8NDP4",90594,1
"Q8IYI8",126070,1
"Q8N8Z8",126068,1
"Q9H7R0",79973,1
"Q9Y2A4",10224,1
"Q8N0Y2",55311,1
"P59923",353274,1
"Q9NWS9",55663,1
"Q6P9G9",203523,1
"Q9Y4E5",26036,1
"Q8N9F8",285676,1
"Q14592",10794,1
"Q8TAF7",92283,1
"Q96JM2",58499,1
"Q7Z7K2",168544,1
"Q5VIY5",90333,1
"Q96JG9",84627,1
"Q6ECI4",388566,1
"Q9BX82",57573,1
"Q8WTR7",25888,1
"Q6S9Z5",133923,1
"Q96JC4",90827,1
"Q8WV37",147657,1
"Q8TF39",158399,1
"Q5JVG2",83744,1
"Q8NCK3",220992,1
"Q96H40",90649,1
"Q96MN9",118738,1
"Q9ULM2",57474,1
"Q8N8L2",126069,1
"Q9P255",57615,1
"Q6ZR52",284443,1
"Q96IT1",84838,1
"Q6ZNH5",162968,1
"O60304",26048,1
"Q96CX3",115560,1
"Q8TBZ5",91392,1
"Q96F45",84858,1
"Q5JVG8",440515,1
"Q8TCN5",22847,1
"Q9Y2H8",22869,1
"Q8NB15",118472,1
"Q96ME7",84450,1
"Q8N8E2",130557,1
"Q96K75",84874,1
"Q92618",9658,1
"Q6ZMY9",340385,1
"Q8TB69",162655,1
"Q96K83",25925,1
"Q96C55",147807,1
"Q8TF50",116115,1
"Q8NB42",84503,1
"Q3MIS6",84436,1
"Q6P280",57711,1
"Q6P9A1",348327,1
"Q9HCE3",55205,1
"Q76KX8",147658,1
"O15090",9745,1
"Q8NDQ6",163255,1
"Q9H0D2",84215,1
"Q08ER8",125919,1
"Q6NX49",27300,1
"Q86UE3",339327,1
"Q8IVP9",284306,1
"Q8NEK5",147694,1
"Q6P9A3",256051,1
"Q7Z398",162972,1
"Q7Z340",90233,1
"Q9H707",79818,1
"Q86TJ5",115196,1
"Q8NEP9",148254,1
"Q9HAH1",80032,1
"Q8N988",79230,1
"Q96NG5",148156,1
"Q9BR84",84527,1
"Q96MR9",147741,1
"Q8N587",93134,1
"Q6V9R5",54811,1
"Q8TA94",147837,1
"Q8TBZ8",163050,1
"Q8N9K5",147929,1
"Q969W8",84924,1
"Q8N184",163081,1
"Q3ZCX4",374900,1
"Q5MCW4",148266,1
"Q96NI8",148268,1
"Q7Z3V5",51276,1
"Q7Z3I7",137209,1
"Q86YE8",126231,1
"Q6ZN55",64763,1
"Q86XF7",284346,1
"Q9H609",79177,1
"Q9BSK1",84765,1
"Q96N58",147660,1
"Q8NAF0",163033,1
"Q9UK33",51157,1
"Q9P0T4",51545,1
"Q96NG8",147948,1
"Q96ND8",147949,1
"Q8IVC4",201514,1
"Q9NXT0",54807,1
"Q96SQ5",84914,1
"Q86UQ0",51385,1
"Q92610",9640,1
"O00488",51042,1
"Q96JF6",84622,1
"Q8TC21",169270,1
"Q96LX8",146434,1
"Q86UK7",90850,1
"Q96NL3",148103,1
"Q6ZNG1",162966,1
"Q86T29",100289635,1
"Q8WXB4",80095,1
"Q96SK3",84775,1
"Q9ULD9",57507,1
"O15014",23060,1
"Q8N9Z0",162963,1
"Q8N823",81856,1
"Q6PF04",79898,1
"Q8N883",80110,1
"Q8N8J6",284370,1
"Q08AN1",90317,1
"Q5T7W0",114991,1
"Q8N2I2",285267,1
"Q6ZNG0",253639,1
"Q6ZSS3",285268,1
"Q969S3",90441,1
"O75123",9831,1
"Q9P2J8",57547,1
"Q96I27",90589,1
"Q68DY1",199777,1
"Q7L945",199692,1
"Q5EBL2",89887,1
"Q9UEG4",23361,1
"Q2M218",57232,1
"Q14966",27332,1
"Q9UID6",51193,1
"Q96N77",121274,1
"Q9H582",84146,1
"Q8N7E2",158506,1
"O15015",9726,1
"Q5T619",127665,1
"Q9BS31",65251,1
"Q9Y2D9",22834,1
"Q96CK0",115950,1
"Q8IZM8",55279,1
"Q8N720",79027,1
"Q5TYW1",26149,1
"Q6AZW8",285349,1
"Q6ZS27",389114,1
"Q8N3J9",144348,1
"Q9H7R5",79788,1
"Q5HYK9",63934,1
"Q96K58",79759,1
"Q96BR6",79862,1
"Q9BS34",93474,1
"Q8TAW3",79891,1
"Q499Z4",79894,1
"Q2M3X9",641339,1
"Q8TD23",171392,1
"Q8N7Q3",163223,1
"Q86XU0",342926,1
"Q8IYX0",168417,1
"Q8NEM1",340252,1
"Q96N22",148213,1
"O95780",91120,1
"Q8IZ20",257101,1
"Q5T5D7",127396,1
"Q8N1G0",57592,1
"P0C7X2",146542,1
"Q96CS4",115509,1
"Q5VV52",51058,1
"Q9BU19",55657,1
"Q8IW36",57116,1
"Q9H7X3",79943,1
"Q5TEC3",90874,1
"Q32M78",374879,1
"Q9H0M5",90592,1
"Q9NV72",55762,1
"Q9H7S9",80139,1
"Q6ZNC4",619279,1
"Q9Y5V0",51123,1
"Q96C28",286075,1
"P17019",7562,1
"Q8N972",163051,1
"Q8N1W2",374655,1
"Q9Y462",7552,1
"Q8N859",349075,1
"Q96N38",148206,1
"A6NP11",441234,1
"Q9BY31",100131827,1
"Q3SXZ3",255403,1
"Q7Z2F6",124411,1
"Q8TF20",170960,1
"A6NNF4",730087,1
"A8MUV8",442319,1
"P0DKX0",388523,1
"A6NN14",100287226,1
"Q6ZMV8",100129543,1
"B4DXR9",654254,1
"P0CB33",730291,1
"B4DX44",728927,1
"O75373",100129842,1
"Q8NDX6",283337,1
"Q6NUN9",155061,1
"Q9BV97",65988,1
"O43361",388567,1
"Q32MQ0",79755,1
"Q96N20",7627,1
"P51815",7626,1
"Q86XN6",388561,1
"Q0D2J5",284390,1
"Q96H86",92595,1
"Q7L2R6",91661,1
"Q5HY98",90321,1
"Q9H5H4",79724,1
"Q6IQ21",54989,1
"Q7L3S4",51333,1
"Q68DY9",400720,1
"Q6PK81",374928,1
"Q6NX45",342132,1
"Q96BV0",285971,1
"Q68DI1",284309,1
"Q9ULD5",27153,1
"Q96MU6",197320,1
"Q8N8C0",163115,1
"Q6ZMW2",158431,1
"Q6ZMS7",100289678,1
"Q8NCA9",147808,1
"A8K8V0",146540,1
"Q8N393",136051,1
"Q6DD87",126208,1
"Q5FWF6",285989,1
"Q6PG37",388536,1
"Q3KP31",163049,1
"Q3KQV3",126375,1
"Q6ZN11",390927,1
"Q96GE5",90576,1
"Q2TB10",168850,1
"Q5CZA5",390980,1
"Q8N4W9",388558,1
"P0C7V5",729648,1
"Q6ZN06",126017,1
"B7Z6K7",730051,1
"Q0VGE8",125893,1
"O75541",55565,1
"P16415",55552,1
"Q17R98",152485,1
"Q3KNS6",374899,1
"Q96NB3",91603,1
"Q5JPB2",128611,1
"Q9Y2P0",90485,1
"Q6ZNA1",162962,1
"Q96EG3",116412,1
"A8K0R7",55778,1
"Q6ZN19",284371,1
"Q8N446",283933,1
"Q08AG5",284391,1
"Q96IR2",91664,1
"Q147U1",162993,1
"A8MQ14",342892,1
"Q6ZMS4",285346,1
"P0CG23",54753,1
"A6NHJ4",344787,1
"O60290",643641,1
"P0CJ78",100507290,1
"C9JN71",729747,1
"B4DU55",345462,1
"Q6PDB4",400713,1
"P0CG24",169834,1
"A8MT65",101060200,1
"P21506",7556,1
"P17014",7559,1
"P17028",7572,1
"P17027",7571,1
"P17024",7568,1
"P17017",7561,1
"P17022",7566,1
"P17026",7570,1
"P17021",7565,1
"P17023",7567,1
"P17020",7564,1
"P17030",219749,1
"P17031",7574,1
"P17035",7576,1
"Q9BSG1",7549,1
"P17039",90075,1
"P17041",7580,1
"Q8IZ26",80778,1
"P13682",7584,1
"P17036",7551,1
"P51814",7592,1
"P17038",7594,1
"P15621",51710,1
"Q02386",7596,1
"Q96MX3",197407,1
"Q68EA5",126295,1
"Q9UC07",7620,1
"Q9UC06",7621,1
"Q9NQZ8",58491,1
"Q16587",7625,1
"P36508",7629,1
"Q15935",58492,1
"Q15937",7633,1
"P17097",7553,1
"P51504",7634,1
"P51508",347344,1
"P51522",55769,1
"P51523",7637,1
"Q03923",7639,1
"P17098",7554,1
"Q03938",7643,1
"Q05481",7644,1
"Q03936",168374,1
"P35789",81931,1
"A6NK75",148198,1
"A8MXY4",7652,1
"Q9P2E3",57169,1
"O43257",10467,1
"Q9UHR6",741,1
"Q15649",9326,1
"Q8ND25",84937,1
"Q8NHG8",223082,1
"Q9ULT6",84133,1
"Q8WWF5",148066,1
"Q6XR72",55532,1
"Q9Y6M5",7779,1
"Q9BRI3",7780,1
"Q99726",7781,1
"O14863",7782,1
"Q8TAD4",64924,1
"Q6NXT4",55676,1
"Q8NEW0",148867,1
"Q8IWU4",169026,1
"Q6PML9",10463,1
"Q07157",7082,1
"Q9UDY2",9414,1
"O95049",27134,1
"P60852",22917,1
"Q05996",7783,1
"P21754",7784,1
"Q12836",57829,1
"Q9BS86",11055,1
"Q6X784",124626,1
"Q9UK55",51156,1
"Q8TCW7",131368,1
"O75312",8882,1
"O95218",9406,1
"Q5FWF4",84083,1
"Q9UGI0",54764,1
"Q9BUG6",79149,1
"A6NJL1",342933,1
"Q96SZ4",84891,1
"Q9H4T2",80345,1
"Q8TBC5",65982,1
"P17040",7579,1
"Q9Y5A6",7589,1
"P10073",342945,1
"Q3MJ62",222696,1
"Q6NSZ9",221785,1
"Q16670",7741,1
"Q8IWY8",146050,1
"Q86W11",100101467,1
"Q96LW9",64288,1
"Q9NX65",54925,1
"O15535",7746,1
"Q8NBB4",284312,1
"Q7Z7L9",54993,1
"Q8NAM6",201516,1
"Q9BR11",90204,1
"Q8NEG5",151112,1
"Q96MP5",140831,1
"Q9H7M6",65249,1
"Q9P217",57643,1
"Q9HCJ5",57688,1
"Q19AV6",125150,1
"A7E2V4",23053,1
"Q96AP4",221302,1
